LotArea,Neighborhood,OverallQual,YearBuilt,Exterior1st,ExterQual,Foundation,BsmtQual,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,FullBath,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageArea,GarageQual,WoodDeckSF,OpenPorchSF,SalePrice
10434,NAmes,4,1955,Plywood,TA,CBlock,TA,Unf,0,1005,1005,TA,SBrkr,1005,0,0,1005,0,1,Fa,5,1,TA,Detchd,Unf,672,Fa,0,0,115000
9880,Mitchel,6,1977,Plywood,TA,CBlock,TA,ALQ,522,574,1096,TA,SBrkr,1118,0,0,1118,1,1,TA,6,1,Po,Attchd,Fin,358,TA,203,0,171000
9120,NAmes,6,1958,MetalSd,TA,CBlock,TA,ALQ,662,599,1261,Ex,SBrkr,1261,0,0,1261,1,1,TA,6,1,TA,Attchd,RFn,433,TA,0,0,163000
4017,Somerst,7,2006,MetalSd,Gd,PConc,Gd,Unf,0,625,625,Ex,SBrkr,625,625,0,1250,0,2,Gd,5,0,NA,Detchd,Fin,625,TA,0,54,171900
18030,ClearCr,5,1946,MetalSd,TA,CBlock,TA,Rec,152,977,1598,TA,SBrkr,1636,971,479,3086,0,3,Ex,12,1,Gd,NA,NA,0,NA,122,0,200500
16560,Crawfor,6,1932,Wd Sdng,TA,BrkTil,Gd,Rec,503,449,952,TA,SBrkr,1170,1175,0,2345,0,2,TA,9,1,Gd,Detchd,Unf,360,TA,0,0,239000
10678,NoRidge,8,1992,HdBoard,Gd,PConc,Gd,GLQ,700,983,1683,Ex,SBrkr,2129,743,0,2872,0,2,Gd,9,1,TA,Attchd,Fin,541,TA,0,33,285000
6951,Mitchel,5,1984,HdBoard,TA,CBlock,TA,ALQ,658,218,876,TA,SBrkr,923,0,0,923,1,1,TA,5,0,NA,Attchd,Unf,264,TA,362,0,119500
3950,OldTown,6,1926,MetalSd,TA,CBlock,TA,Rec,468,350,818,TA,SBrkr,818,406,0,1224,0,1,TA,5,0,NA,Detchd,Unf,210,TA,0,0,115000
7681,Crawfor,5,1921,Wd Sdng,TA,BrkTil,TA,Unf,0,731,731,Ex,SBrkr,820,523,0,1343,0,1,TA,7,1,Gd,Detchd,Unf,186,Fa,192,0,154900
8335,Edwards,5,1954,Wd Sdng,TA,Slab,NA,NA,0,0,0,Gd,SBrkr,1124,0,0,1124,0,1,TA,5,1,Gd,NA,NA,0,NA,0,36,93000
11170,Timber,7,1990,MetalSd,TA,Wood,Gd,LwQ,1216,0,1216,Ex,SBrkr,1298,1216,0,2514,0,2,TA,8,0,NA,Attchd,Fin,693,TA,0,0,250000
12046,NWAmes,6,1976,Plywood,TA,CBlock,TA,LwQ,156,692,848,TA,SBrkr,1118,912,0,2030,0,2,Gd,8,1,TA,Attchd,Fin,551,TA,0,224,195000
8125,Somerst,7,2006,VinylSd,Gd,PConc,Gd,Unf,0,770,770,Ex,SBrkr,778,798,0,1576,0,2,Gd,6,0,NA,Attchd,RFn,614,TA,0,50,197000
9452,NoRidge,8,1997,VinylSd,Gd,PConc,Gd,GLQ,1074,322,1396,Ex,SBrkr,1407,985,0,2392,1,2,Gd,7,1,TA,Attchd,Fin,870,TA,0,70,348000
17671,OldTown,8,1882,Wd Sdng,Gd,BrkTil,TA,BLQ,216,700,916,Gd,SBrkr,916,826,0,1742,0,1,Gd,8,1,Gd,Attchd,Unf,424,TA,0,169,168000
9760,NAmes,6,1964,Wd Sdng,TA,CBlock,TA,BLQ,536,169,822,Gd,SBrkr,1020,831,0,1851,0,2,Gd,7,1,Fa,Attchd,RFn,440,TA,239,42,187000
8846,CollgCr,6,2005,VinylSd,TA,PConc,Gd,Unf,0,750,750,Ex,SBrkr,750,750,0,1500,0,2,Gd,6,0,NA,Attchd,RFn,564,TA,0,35,173900
12456,NridgHt,10,2006,CemntBd,Ex,PConc,Ex,GLQ,1172,528,1700,Ex,SBrkr,1718,0,0,1718,1,2,Ex,7,1,Gd,Attchd,Fin,786,TA,216,48,337500
4712,BrkSide,4,1946,MetalSd,TA,CBlock,TA,ALQ,384,363,747,TA,SBrkr,774,456,0,1230,1,1,TA,5,0,NA,Detchd,Unf,305,TA,0,57,121600
10659,NAmes,5,1961,Wd Sdng,TA,CBlock,TA,Rec,915,135,1050,TA,SBrkr,1050,0,0,1050,1,1,TA,6,0,NA,Attchd,Unf,368,TA,0,319,136500
11717,NWAmes,6,1970,HdBoard,TA,CBlock,TA,Unf,0,1442,1442,TA,SBrkr,1442,0,0,1442,0,2,TA,6,1,TA,Attchd,RFn,615,TA,371,0,185000
9786,IDOTRR,3,1922,Wd Sdng,TA,BrkTil,TA,Unf,0,1007,1007,Fa,SBrkr,1077,0,0,1077,0,1,TA,6,1,Gd,Detchd,Unf,210,TA,0,100,91000
14541,NoRidge,8,1993,MetalSd,Gd,PConc,Gd,GLQ,1012,326,1338,Ex,SBrkr,1352,1168,0,2520,1,2,Gd,10,1,TA,Attchd,RFn,796,TA,209,55,310000
8125,CollgCr,7,2002,VinylSd,Gd,PConc,Gd,GLQ,986,668,1654,Ex,SBrkr,1654,0,0,1654,1,2,Gd,6,0,NA,Attchd,Unf,900,TA,0,136,230000
6305,Crawfor,5,1938,MetalSd,TA,PConc,Fa,Unf,0,920,920,Ex,SBrkr,954,0,0,954,0,1,Fa,5,1,Gd,Basment,Unf,240,Fa,0,0,119750
11500,Edwards,4,1957,Wd Sdng,TA,Slab,NA,NA,0,0,0,Ex,SBrkr,845,0,0,845,0,1,TA,5,0,NA,Detchd,Unf,290,TA,186,0,84000
12898,Timber,9,2007,VinylSd,Gd,PConc,Ex,GLQ,1022,598,1620,Ex,SBrkr,1620,0,0,1620,1,2,Ex,6,1,Ex,Attchd,Fin,912,TA,228,0,315500
9240,CollgCr,8,2001,VinylSd,Gd,PConc,Gd,Unf,0,1055,1055,Ex,SBrkr,1055,1208,0,2263,0,2,Gd,7,1,TA,BuiltIn,Fin,905,TA,0,45,287000
1533,MeadowV,4,1970,CemntBd,TA,CBlock,TA,Unf,0,546,546,TA,SBrkr,798,546,0,1344,0,1,TA,6,1,TA,NA,NA,0,NA,0,0,97000
1477,MeadowV,4,1970,CemntBd,TA,CBlock,Gd,GLQ,509,121,630,TA,SBrkr,630,0,0,630,1,1,TA,3,0,NA,Attchd,Unf,286,TA,0,0,80000
13125,Sawyer,5,1957,Wd Sdng,TA,CBlock,TA,Rec,168,284,1134,Ex,SBrkr,1803,0,0,1803,1,2,TA,8,1,TA,Attchd,RFn,484,TA,0,0,155000
9130,NWAmes,6,1966,HdBoard,TA,CBlock,TA,GLQ,400,336,800,Gd,SBrkr,800,832,0,1632,0,1,Gd,7,0,NA,Attchd,Unf,484,TA,0,40,173000
5381,NridgHt,6,2005,VinylSd,Gd,PConc,Gd,ALQ,900,406,1306,Ex,SBrkr,1306,0,0,1306,1,2,Gd,5,1,Gd,Attchd,RFn,624,TA,170,63,196000
10574,Somerst,8,2005,VinylSd,Gd,PConc,Gd,Unf,0,1082,1082,Ex,SBrkr,1082,871,0,1953,0,2,Gd,9,1,Gd,Attchd,RFn,1043,TA,160,50,252000
2522,Edwards,7,2004,VinylSd,Gd,PConc,Gd,Unf,0,970,970,Ex,SBrkr,970,739,0,1709,0,2,Gd,7,0,NA,Detchd,Unf,380,TA,0,40,137500
3316,Somerst,8,2005,MetalSd,Gd,PConc,Gd,GLQ,1039,208,1247,Ex,SBrkr,1247,0,0,1247,1,1,Gd,4,1,Gd,Attchd,Fin,550,TA,0,84,197000
8544,NAmes,3,1950,BrkFace,TA,Slab,NA,NA,0,0,0,Fa,FuseA,1040,0,0,1040,0,2,TA,6,0,NA,Detchd,Unf,400,TA,0,0,92900
2160,Somerst,7,1999,MetalSd,Gd,PConc,Gd,BLQ,510,90,600,Ex,SBrkr,624,628,0,1252,1,2,Gd,4,0,NA,Detchd,Unf,462,TA,0,48,160000
8400,SWISU,6,1925,MetalSd,TA,PConc,TA,Rec,423,758,1181,Fa,SBrkr,1390,304,0,1694,0,2,TA,7,1,Gd,Detchd,Unf,576,TA,342,0,136500
9230,NAmes,5,1965,MetalSd,TA,CBlock,TA,GLQ,661,203,864,Gd,SBrkr,1200,0,0,1200,1,1,Gd,6,0,NA,Detchd,Unf,884,TA,0,64,146000
5868,NAmes,5,1956,MetalSd,TA,CBlock,TA,BLQ,248,448,936,Ex,SBrkr,936,0,0,936,1,1,TA,4,0,NA,Attchd,Fin,308,TA,0,0,129000
9317,CollgCr,6,2006,VinylSd,Gd,PConc,Gd,GLQ,24,1290,1314,Gd,SBrkr,1314,0,0,1314,0,2,Gd,6,1,Gd,Attchd,RFn,440,TA,0,22,176432
6882,IDOTRR,6,1914,Wd Sdng,TA,PConc,TA,Unf,0,684,684,TA,SBrkr,773,582,0,1355,0,1,Gd,7,0,NA,NA,NA,0,NA,136,0,127000
3696,StoneBr,8,1986,HdBoard,Gd,CBlock,Gd,Unf,0,1074,1074,Ex,SBrkr,1088,0,0,1088,0,1,Gd,5,0,NA,Attchd,RFn,461,TA,0,74,170000
8520,NAmes,5,1952,BrkFace,TA,CBlock,TA,Rec,507,403,910,Fa,SBrkr,910,475,0,1385,0,2,TA,6,0,NA,Detchd,Unf,720,TA,0,0,166000
10335,CollgCr,7,1999,VinylSd,Gd,PConc,Gd,GLQ,679,811,1490,Ex,SBrkr,1501,0,0,1501,1,2,Gd,6,0,NA,Attchd,RFn,577,TA,144,29,204000
9100,Sawyer,5,1963,HdBoard,TA,CBlock,TA,Rec,1332,396,1728,TA,SBrkr,1728,0,0,1728,1,2,TA,10,0,NA,Detchd,Unf,504,TA,0,0,125000
2522,Edwards,6,2004,VinylSd,Gd,PConc,Gd,Unf,0,970,970,Ex,SBrkr,970,739,0,1709,0,2,Gd,7,0,NA,Detchd,Unf,380,TA,0,40,130000
6120,BrkSide,5,1931,Wd Sdng,TA,BrkTil,TA,BLQ,209,506,715,TA,FuseA,875,0,0,875,1,1,TA,5,0,NA,Detchd,Unf,180,Fa,48,0,105000
9505,Gilbert,7,2001,VinylSd,Gd,PConc,Gd,Unf,0,884,884,Ex,SBrkr,884,1151,0,2035,0,2,Gd,8,1,Gd,BuiltIn,Fin,434,TA,144,48,222500
7500,SawyerW,7,2004,VinylSd,TA,PConc,Gd,GLQ,680,400,1080,Ex,SBrkr,1080,0,0,1080,1,1,Gd,6,0,NA,NA,NA,0,NA,0,0,141000
2522,Edwards,7,2004,VinylSd,Gd,PConc,Gd,Unf,0,970,970,Ex,SBrkr,970,739,0,1709,0,2,Gd,7,0,NA,Detchd,Unf,380,TA,0,40,130000
7180,CollgCr,5,1972,HdBoard,TA,CBlock,TA,ALQ,390,474,864,TA,SBrkr,864,0,0,864,0,1,TA,5,0,NA,Detchd,Unf,352,TA,0,0,127000
2280,NPkVill,6,1976,Plywood,TA,CBlock,Gd,ALQ,566,289,855,TA,SBrkr,855,601,0,1456,0,2,TA,7,1,TA,Attchd,Unf,440,TA,87,0,148500
9416,Somerst,7,2007,CemntBd,Ex,PConc,Ex,GLQ,1126,600,1726,Ex,SBrkr,1726,0,0,1726,1,2,Ex,8,1,Gd,Attchd,Fin,786,TA,171,138,311872
25419,NAmes,8,1918,Stucco,Gd,PConc,TA,GLQ,1036,140,1360,Gd,SBrkr,1360,1360,392,3112,1,2,Gd,8,1,Ex,Detchd,Unf,795,TA,0,16,235000
5520,OldTown,6,1912,Wd Sdng,TA,CBlock,TA,Unf,0,755,755,Ex,SBrkr,929,929,371,2229,0,1,TA,8,0,NA,NA,NA,0,NA,0,198,104000
9591,NridgHt,8,2004,VinylSd,Gd,PConc,Ex,GLQ,1088,625,1713,Ex,SBrkr,1713,0,0,1713,1,2,Ex,7,1,Gd,Attchd,Fin,856,TA,0,26,274900
8546,Edwards,4,2003,VinylSd,TA,PConc,Gd,Unf,0,1121,1121,Ex,SBrkr,1121,0,0,1121,0,2,TA,5,0,NA,Attchd,RFn,440,TA,132,64,140000
10125,Mitchel,6,1977,Plywood,TA,CBlock,TA,ALQ,641,276,1196,TA,SBrkr,1279,0,0,1279,0,2,TA,6,2,Fa,Detchd,Unf,473,TA,238,83,171500
7000,OldTown,6,1924,MetalSd,TA,BrkTil,Fa,LwQ,617,0,617,Gd,SBrkr,865,445,0,1310,0,2,TA,6,0,NA,Attchd,Unf,398,TA,0,0,112000
4438,CollgCr,6,2004,VinylSd,Gd,PConc,Gd,GLQ,662,186,848,Ex,SBrkr,848,0,0,848,1,1,Gd,3,1,Gd,Attchd,RFn,420,TA,149,0,149000
9950,NoRidge,7,1995,VinylSd,Gd,PConc,Gd,GLQ,565,638,1203,Ex,SBrkr,1214,1306,0,2520,0,2,Gd,9,1,TA,Attchd,RFn,721,TA,224,114,290000
1869,BrDale,6,1970,HdBoard,TA,CBlock,TA,Rec,321,162,483,TA,SBrkr,483,504,0,987,0,1,TA,5,0,NA,Detchd,Unf,280,TA,0,0,106000
8521,Sawyer,5,1967,HdBoard,TA,CBlock,TA,ALQ,842,70,912,TA,SBrkr,912,0,0,912,0,1,TA,5,1,Fa,Detchd,Unf,336,TA,0,0,125000
3182,Blmngtn,7,2005,VinylSd,Gd,PConc,Gd,GLQ,16,1357,1373,Ex,SBrkr,1555,0,0,1555,0,2,Gd,7,1,TA,Attchd,Fin,430,TA,143,20,192500
8760,NAmes,6,1959,MetalSd,TA,CBlock,TA,Unf,0,1194,1194,TA,SBrkr,1194,0,0,1194,1,1,TA,6,0,NA,Attchd,RFn,312,TA,0,0,148000
15138,NoRidge,8,1995,VinylSd,Gd,PConc,Gd,GLQ,689,773,1462,Ex,SBrkr,1490,1304,0,2794,1,2,Ex,9,1,TA,Attchd,Fin,810,TA,0,146,403000
1680,BrDale,6,1972,HdBoard,TA,CBlock,TA,Unf,0,483,483,TA,SBrkr,483,504,0,987,0,1,TA,5,1,Po,Attchd,Unf,288,TA,0,0,94500
10650,CollgCr,5,1976,HdBoard,TA,CBlock,TA,LwQ,182,0,894,TA,SBrkr,894,0,0,894,1,1,TA,5,0,NA,Attchd,Unf,308,TA,365,0,128200
7851,Gilbert,6,2002,VinylSd,Gd,PConc,Gd,GLQ,625,235,860,Ex,SBrkr,860,1100,0,1960,1,2,Gd,8,2,TA,BuiltIn,Fin,440,TA,288,48,216500
1680,BrDale,6,1971,HdBoard,TA,CBlock,TA,ALQ,358,125,483,TA,SBrkr,483,504,0,987,0,1,TA,5,0,NA,Detchd,Unf,264,TA,0,0,89500
8773,CollgCr,7,2004,VinylSd,Gd,PConc,Gd,GLQ,24,1390,1414,Ex,SBrkr,1414,0,0,1414,0,2,Gd,6,0,NA,Attchd,RFn,494,TA,132,105,185500
10728,Somerst,8,2006,VinylSd,Gd,PConc,Gd,Unf,0,1095,1095,Gd,SBrkr,1095,844,0,1939,0,2,Gd,8,1,Gd,Attchd,RFn,1053,TA,192,51,266000
39104,ClearCr,7,1954,Plywood,TA,CBlock,Gd,LwQ,226,96,1385,Ex,SBrkr,1363,0,0,1363,1,1,TA,5,2,TA,Attchd,Unf,439,TA,81,0,241500
11764,NoRidge,8,1999,VinylSd,Gd,PConc,Gd,GLQ,524,628,1152,Ex,SBrkr,1164,1106,0,2270,0,2,Gd,9,1,Gd,Attchd,Fin,671,TA,132,57,290000
9600,NAmes,6,1958,Wd Sdng,TA,CBlock,TA,Rec,620,0,1240,Gd,SBrkr,1632,0,0,1632,1,2,TA,6,1,Gd,Attchd,RFn,338,TA,289,0,139000
8314,Mitchel,5,1982,HdBoard,TA,CBlock,TA,ALQ,546,270,816,TA,SBrkr,816,0,0,816,0,1,TA,5,0,NA,Attchd,Unf,264,TA,168,0,124500
7264,BrkSide,7,1925,Wd Sdng,Gd,BrkTil,TA,Unf,0,952,952,Gd,SBrkr,952,596,0,1548,0,2,Ex,5,0,NA,Detchd,Unf,672,TA,74,0,205000
4060,NAmes,6,1998,MetalSd,Gd,PConc,Gd,GLQ,266,1139,1405,Ex,SBrkr,1337,0,0,1337,1,2,Gd,5,0,NA,Attchd,Fin,511,TA,144,68,181000
3735,Somerst,7,1999,MetalSd,Gd,PConc,Gd,GLQ,450,241,691,Ex,SBrkr,713,739,0,1452,1,2,Gd,6,0,NA,Detchd,Unf,506,TA,0,34,183900
10120,OldTown,7,1910,Wd Sdng,Fa,CBlock,TA,Unf,0,925,925,TA,FuseF,964,925,0,1889,0,1,TA,9,1,Gd,Detchd,Unf,308,TA,0,0,122000
13214,Timber,9,2008,Stucco,Ex,PConc,Ex,Unf,0,2002,2002,Ex,SBrkr,2018,0,0,2018,0,2,Ex,10,1,Gd,Attchd,Fin,746,TA,144,76,378500
14100,Crawfor,8,1935,Stucco,TA,CBlock,TA,Rec,192,536,728,Ex,SBrkr,1968,1479,0,3447,0,3,Gd,11,2,Gd,BuiltIn,Unf,1014,TA,314,12,381000
11344,NAmes,5,1958,MetalSd,TA,CBlock,TA,BLQ,460,414,874,TA,FuseA,874,650,0,1524,0,1,TA,7,0,NA,Attchd,Unf,315,TA,0,0,144000
23595,ClearCr,7,1979,Plywood,Gd,PConc,Gd,GLQ,1258,74,1332,TA,SBrkr,1332,192,0,1524,2,0,Gd,4,1,TA,Attchd,Fin,586,TA,268,0,260000
9156,NWAmes,6,1968,BrkFace,TA,CBlock,TA,Unf,0,1489,1489,Gd,SBrkr,1489,0,0,1489,0,2,Gd,7,1,Gd,Attchd,RFn,462,TA,0,0,185750
13526,Sawyer,5,1965,HdBoard,TA,CBlock,TA,BLQ,560,0,935,TA,SBrkr,935,0,0,935,1,1,TA,5,0,NA,Attchd,Unf,288,TA,180,0,137000
11512,Edwards,6,1959,Plywood,TA,CBlock,TA,ALQ,719,300,1019,Gd,SBrkr,1357,0,0,1357,1,1,Ex,5,1,Gd,Basment,RFn,312,TA,0,0,177000
5362,Crawfor,5,1910,Wd Sdng,TA,PConc,TA,Unf,0,661,661,Ex,SBrkr,661,589,0,1250,0,2,TA,8,1,Gd,Detchd,Unf,552,TA,242,0,139000
12000,OldTown,5,1948,MetalSd,TA,CBlock,TA,GLQ,144,172,924,Ex,SBrkr,1122,0,0,1122,1,1,Gd,6,0,NA,Attchd,Unf,528,TA,0,36,147000
7153,SawyerW,6,1991,HdBoard,TA,CBlock,Gd,GLQ,1200,78,1278,Gd,SBrkr,1294,0,0,1294,1,2,Gd,6,0,NA,Attchd,RFn,496,TA,112,51,179200
17500,Crawfor,7,1959,BrkFace,Gd,PConc,Gd,GLQ,1406,496,1902,TA,SBrkr,1902,0,0,1902,1,2,Ex,7,2,TA,Attchd,Fin,567,TA,0,207,335000
8814,CollgCr,7,2005,VinylSd,Gd,PConc,Gd,GLQ,925,349,1274,Ex,SBrkr,1274,0,0,1274,1,2,Gd,6,0,NA,Attchd,RFn,508,TA,264,98,203000
9572,NoRidge,8,1990,Wd Sdng,Gd,PConc,Ex,GLQ,482,971,1453,Ex,SBrkr,1453,1357,0,2810,0,2,Gd,9,1,Ex,Attchd,RFn,750,Gd,500,0,302000
14774,NoRidge,9,1999,VinylSd,Gd,PConc,Gd,Unf,0,1393,1393,Ex,SBrkr,1422,1177,0,2599,0,2,Gd,10,1,TA,BuiltIn,Fin,779,TA,668,30,333168
8190,Edwards,4,1954,Wd Sdng,TA,CBlock,TA,Rec,732,216,948,Ex,SBrkr,948,0,0,948,1,1,TA,5,1,TA,Detchd,Unf,280,TA,0,36,119000
11075,NAmes,6,1969,HdBoard,TA,CBlock,Fa,ALQ,500,176,952,TA,SBrkr,1092,1020,0,2112,0,2,TA,9,2,Gd,Attchd,Unf,576,TA,280,0,206900
10226,CollgCr,8,2008,VinylSd,Gd,PConc,Ex,Unf,0,1622,1622,Ex,SBrkr,1630,0,0,1630,1,2,Ex,8,1,Gd,Attchd,RFn,860,TA,172,42,295493
4230,Somerst,7,2006,VinylSd,Gd,PConc,Ex,Unf,0,1352,1352,Ex,SBrkr,1352,0,0,1352,0,2,Gd,5,1,Gd,Attchd,RFn,466,TA,0,241,208900
14781,CollgCr,8,2001,VinylSd,Gd,PConc,Gd,Unf,0,1753,1753,Ex,SBrkr,1787,0,0,1787,0,2,Gd,7,1,TA,Attchd,RFn,748,TA,198,150,275000
13695,SawyerW,6,2003,VinylSd,TA,PConc,Gd,GLQ,814,300,1114,Ex,SBrkr,1114,0,0,1114,1,1,Gd,6,0,NA,Detchd,Unf,576,TA,0,78,155000
9375,CollgCr,8,2002,VinylSd,Gd,PConc,Gd,Unf,0,1284,1284,Ex,SBrkr,1284,885,0,2169,0,2,Gd,7,1,Gd,Attchd,RFn,647,TA,192,87,228500
7558,Crawfor,6,1928,BrkFace,TA,BrkTil,TA,Unf,0,896,896,Gd,SBrkr,1172,741,0,1913,0,1,TA,9,1,TA,Detchd,Unf,342,Fa,0,0,177000
11103,CollgCr,7,2006,VinylSd,Gd,PConc,Gd,Unf,0,728,728,Ex,SBrkr,728,728,0,1456,0,2,Gd,8,1,TA,Attchd,Fin,440,TA,0,0,155835
6000,OldTown,4,1920,MetalSd,TA,PConc,TA,ALQ,250,710,960,Gd,FuseA,960,0,0,960,0,1,Fa,5,0,NA,Detchd,Unf,308,TA,0,0,108500
20781,NWAmes,7,1968,BrkFace,TA,CBlock,TA,BLQ,297,1203,1568,TA,SBrkr,2156,0,0,2156,0,2,TA,9,1,Gd,Attchd,RFn,508,Gd,0,80,262500
15306,Timber,8,2006,VinylSd,Gd,PConc,Ex,GLQ,80,1652,1732,Ex,SBrkr,1776,0,0,1776,1,2,Gd,7,1,Gd,Attchd,Fin,712,TA,0,0,283463
16196,SawyerW,7,1998,VinylSd,Gd,PConc,Gd,GLQ,1443,39,1482,Ex,SBrkr,1494,0,0,1494,1,2,Gd,5,1,Fa,Attchd,RFn,514,TA,402,25,215000
5250,OldTown,8,1872,MetalSd,TA,BrkTil,TA,LwQ,259,425,684,Fa,SBrkr,938,1215,205,2358,0,2,TA,8,0,NA,NA,NA,0,NA,0,54,122000
11643,NAmes,5,1969,MetalSd,TA,CBlock,TA,LwQ,500,748,1248,TA,SBrkr,1338,1296,0,2634,1,2,TA,12,0,NA,Detchd,Unf,968,TA,0,0,200000
9247,NAmes,6,1962,HdBoard,TA,CBlock,TA,Rec,319,539,858,Ex,SBrkr,858,858,0,1716,0,1,TA,8,1,Gd,Attchd,Fin,490,TA,0,84,171000
6762,CollgCr,7,2006,VinylSd,Gd,PConc,Gd,Unf,0,1286,1286,Ex,SBrkr,1294,0,0,1294,0,2,Gd,6,1,Gd,Attchd,RFn,662,TA,168,55,193879
15256,Somerst,8,2007,VinylSd,Gd,PConc,Gd,GLQ,929,556,1485,Ex,SBrkr,1464,0,0,1464,1,2,Gd,6,0,NA,Attchd,Unf,754,TA,168,160,282922
10410,OldTown,3,1915,Wd Sdng,TA,PConc,TA,Unf,0,672,672,TA,SBrkr,694,520,0,1214,0,1,TA,6,0,NA,Detchd,Unf,936,TA,216,0,105000
3842,Crawfor,8,2004,CemntBd,Gd,PConc,Ex,GLQ,1373,221,1594,Ex,SBrkr,1646,0,0,1646,1,2,Gd,5,1,Gd,Attchd,Fin,482,TA,128,53,275000
8445,CollgCr,5,1972,HdBoard,TA,CBlock,Gd,GLQ,656,112,768,TA,SBrkr,768,0,0,768,1,1,TA,5,0,NA,Detchd,Unf,396,TA,58,0,133000
8780,Mitchel,5,1985,HdBoard,TA,CBlock,TA,ALQ,625,208,833,Ex,SBrkr,833,0,0,833,1,1,TA,5,0,NA,NA,NA,0,NA,0,0,112000
7740,OldTown,4,1910,VinylSd,TA,CBlock,Fa,Unf,0,622,622,Gd,SBrkr,741,622,0,1363,0,1,TA,6,0,NA,Detchd,Unf,528,TA,0,0,125500
20544,NWAmes,7,1986,Plywood,TA,CBlock,Gd,Unf,0,791,791,Gd,SBrkr,1236,857,0,2093,0,2,TA,7,1,TA,Attchd,Fin,542,TA,364,63,215000
12420,CollgCr,7,2001,VinylSd,Gd,PConc,Gd,GLQ,666,278,944,Ex,SBrkr,944,896,0,1840,1,2,Gd,6,0,NA,Attchd,RFn,622,TA,0,45,230000
9600,NAmes,6,1950,VinylSd,TA,CBlock,TA,BLQ,120,736,856,Ex,SBrkr,1112,556,0,1668,0,1,TA,6,0,NA,Attchd,Unf,271,TA,0,0,140000
7200,NAmes,4,1949,BrkFace,TA,Slab,NA,NA,0,0,0,Fa,FuseF,1040,0,0,1040,0,2,TA,6,0,NA,Detchd,Unf,420,TA,0,0,90000
8400,NAmes,6,1962,Wd Sdng,Gd,CBlock,TA,Unf,0,1319,1319,TA,SBrkr,1537,0,0,1537,1,1,Gd,7,1,Gd,Attchd,RFn,462,TA,0,36,174000
9000,NAmes,4,1971,HdBoard,TA,PConc,TA,ALQ,616,248,864,TA,SBrkr,864,0,0,864,0,1,TA,5,0,NA,Detchd,Unf,528,TA,0,0,120500
12444,NridgHt,8,2008,VinylSd,Ex,PConc,Ex,GLQ,1336,596,1932,Ex,SBrkr,1932,0,0,1932,1,2,Ex,7,1,Gd,Attchd,Fin,774,TA,0,66,394617
7407,OldTown,6,1957,MetalSd,TA,CBlock,TA,GLQ,600,312,912,TA,FuseA,1236,0,0,1236,1,1,TA,6,0,NA,Attchd,Unf,923,TA,0,158,149700
11584,NWAmes,7,1979,HdBoard,TA,CBlock,TA,GLQ,315,114,539,TA,SBrkr,1040,685,0,1725,0,2,TA,6,1,TA,Attchd,RFn,550,TA,0,88,197000
11526,Crawfor,6,1922,MetalSd,TA,BrkTil,Ex,Unf,0,588,588,Fa,SBrkr,1423,748,384,2555,0,2,TA,11,1,Gd,Detchd,Fin,672,TA,431,0,191000
4426,CollgCr,6,2004,VinylSd,Gd,PConc,Gd,GLQ,697,151,848,Ex,SBrkr,848,0,0,848,1,1,Gd,3,1,TA,Attchd,RFn,420,TA,149,0,149300
11003,Somerst,10,2008,VinylSd,Ex,PConc,Ex,GLQ,765,252,1017,Ex,SBrkr,1026,981,0,2007,1,2,Ex,10,1,Ex,Attchd,Fin,812,TA,168,52,310000
8854,BrkSide,6,1916,Wd Sdng,TA,BrkTil,TA,Unf,0,952,952,Fa,FuseF,952,0,0,952,0,1,Fa,4,1,Gd,Detchd,Unf,192,Fa,0,98,121000
11924,NridgHt,9,2005,WdShing,Ex,PConc,Ex,GLQ,998,177,1175,Ex,SBrkr,1182,1142,0,2324,1,3,Ex,11,2,Gd,BuiltIn,Fin,736,TA,147,21,345000
12968,Sawyer,5,1962,HdBoard,TA,CBlock,TA,ALQ,737,175,912,TA,SBrkr,912,0,0,912,1,1,TA,4,0,NA,Detchd,Unf,352,TA,140,0,144000
10652,CollgCr,7,2006,VinylSd,Gd,PConc,Gd,Unf,0,1494,1494,Ex,SBrkr,1494,0,0,1494,0,2,Gd,7,1,Gd,Attchd,RFn,840,TA,160,33,279500
10920,NAmes,6,1960,MetalSd,TA,CBlock,TA,BLQ,733,520,1253,TA,SBrkr,1253,0,0,1253,1,1,TA,5,1,Fa,Attchd,RFn,352,TA,0,213,157000
6120,BrkSide,7,1929,Wd Sdng,TA,BrkTil,TA,Unf,0,832,832,Ex,FuseA,854,0,0,854,0,1,TA,5,0,NA,Detchd,Unf,576,TA,48,112,132000
11241,NAmes,6,1970,Wd Sdng,TA,CBlock,TA,ALQ,578,426,1004,Ex,SBrkr,1004,0,0,1004,1,1,TA,5,1,TA,Attchd,Fin,480,TA,0,0,149000
10791,Sawyer,4,1967,MetalSd,TA,Slab,NA,NA,0,0,0,TA,SBrkr,1296,0,0,1296,0,2,TA,6,0,NA,CarPort,Unf,516,TA,0,0,90000
